Unnamed: 0,ztfname,redshift,redshift_err,source,t0,x0,x1,c,t0_err,x0_err,x1_err,c_err,cov_t0_x0,cov_t0_x1,cov_t0_c,cov_x0_x1,cov_x0_c,cov_x1_c,mwebv,mwr_v,mwebv_err,fitprob,ra,dec,sn_type,sub_type,lccoverage_flag,fitquality_flag,iau_name,frac_fitted,blast_transient_spectroscopic_class,blast_transient_photometric_class,blast_host_name,blast_host_ra_deg,blast_host_dec_deg,blast_host_redshift,blast_host_EBV_MW,blast_local_log_mass_50,blast_local_log_sfr_50,blast_local_log_ssfr_50,blast_local_log_age_50,blast_local_mass_surviving_ratio,blast_global_log_mass_50,blast_global_log_sfr_50,blast_global_log_ssfr_50,blast_global_log_age_50,blast_global_mass_surviving_ratio,_blast_prop_count,_local_prop_count,_global_prop_count,_missing_lc_params
5,ZTF18aaasvcd,0.00910671,1.016e-05,z_gal,,,,,,,,,,,,,,,0.012340679,3.1,0,0.0,142.229652,49.238127,snia-cosmo,norm,0.0,0.0,2018pc,100.0,Ia,,2018pc,142.2307,49.2385,0.009109695,0.01233746772632,9.56987001765152,-1.459413581245076,-11.063434543929628,8.87335324189022,0.5754001261575206,10.076144908800694,-0.7373560594208677,-10.807962845060334,9.921940561616026,0.5587836265554477,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
135,ZTF18aaqkcso,0.01417361,2.75e-05,z_gal,,,,,,,,,,,,,,,0.005877783,3.1,0,0.6345874266008616,204.054345,38.355023,snia-cosmo,norm,1.0,1.0,2019fck,100.0,Ia,,2019fck,204.0628,38.3437,0.014026,0.0060366104263812,8.716629833431497,-1.9922383126800616,-10.682578024032251,8.95845076402289,0.5622534345226674,10.429545945562976,0.2031294224897283,-10.25611059585071,7.236042519850795,0.5874966997135198,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
341,ZTF18abhpzig,0.013272,0.0005001,z_gal,,,,,,,,,,,,,,,0.3807287322783661,3.1,0,0.4054016242348054,307.148225,25.735735,snia-cosmo,norm,1.0,1.0,2018ebk,100.0,SNIa,,2018ebk,307.1461,25.7334,0.014517,0.3806701749563217,9.798295006046452,-0.4624094855882055,-10.258429853623667,7.660843078201379,0.5941163785460637,10.819514622126045,0.8085182412862804,-10.05564092351376,8.546671180892655,0.5748308981946617,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
418,ZTF18abmxahs,0.01482671,1.006e-05,z_gal,,,,,,,,,,,,,,,0.052156526,3.1,0,0.9874645572740544,257.546585,21.649045,snia-cosmo,norm,1.0,1.0,2018feb,100.0,Ia,,PGC059726,257.546112,21.649542,0.01478627,0.0521776188910007,9.221272590066182,-0.4359730433071118,-9.649439091685093,7.192161288384509,0.5814224658841821,9.46925035138646,-0.7023903762353345,-10.193475681801509,6.379223448646697,0.5887855802730317,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
632,ZTF18acbvgqw,0.00884722,1.071e-05,z_gal,,,,,,,,,,,,,,,0.031755764,3.1,0,0.3670902567879638,46.512556,-15.611485,snia-cosmo,norm,0.0,0.0,2018htt,100.0,Ia,,2018htt,46.51241265,-15.61116135,0.008673,0.0317573671042919,10.614562190442667,-1.637104678763739,-12.229924054312356,10.582447804933723,0.5635780400084142,10.874939859673937,-1.9584493067395867,-12.839981686989468,11.364567728369757,0.5685746239085225,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
671,ZTF18accdvny,0.01392964,0.00015044,z_gal,,,,,,,,,,,,,,,0.083927664,3.1,0,0.1731362606935885,143.913692,-17.386447,snia-cosmo,norm,0.0,1.0,2018hme,100.0,Ia,,2018hme,143.9109,-17.3861,0.014123,0.0838638371229171,9.826265973559046,-1.9932978043957583,-11.79338161271131,10.502176037976444,0.5635688140912727,10.555188249749769,-1.6970902266792425,-12.221850188495202,12.30113008407486,0.565676369760012,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
821,ZTF18acsyzca,0.01424367,1.081e-05,z_gal,,,,,,,,,,,,,,,0.038083741,3.1,0,0.040860782,51.508917,-17.562968,snia-cosmo,norm,1.0,1.0,2018jky,100.0,Ia,,2018jky,51.5109,-17.5915,0.01458,0.0385211522132158,7.439272389484348,-1.576197427802194,-8.939682450799856,5.756552716288335,0.6848852813859126,10.7792695796868,0.0387592765551263,-10.73149112856152,8.521746133679148,0.5763582930782555,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
845,ZTF18acuyoyf,0.00914966,1.414e-05,z_gal,,,,,,,,,,,,,,,0.1307037443005984,3.1,0,0.0,80.634844,-11.48724,snia-cosmo,norm,0.0,0.0,2018yu,100.0,Ia,,2018yu,80.6436,-11.4994,0.007672,0.1304619401693344,9.067730470940065,-1.4467392360571325,-10.534917740666694,8.065012263827036,0.5723218439420182,10.708071923745964,0.3172046594930713,-10.375654560236688,8.50402024705387,0.580774426743226,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
939,ZTF19aacgslb,0.00425217,1.214e-05,z_gal,,,,,,,,,,,,,,,0.017271375,3.1,0,0.9246436756181547,157.341541,29.510627,snia-cosmo,norm,1.0,1.0,2019np,100.0,SN Ia,,2019np,157.3342,29.4922,,0.0172619569301605,7.966930030088361,-2.619823516586268,-10.573761868385954,8.832432585602437,0.5626272667441288,10.07294629101402,-1.2630162681386012,-11.339763573157194,11.795691169080207,0.5613014942759593,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
1151,ZTF19aanjvqr,0.01250865,1.414e-05,z_gal,,,,,,,,,,,,,,,0.06506587,3.1,0,0.8900260660078873,162.106077,-25.15998,snia-cosmo,norm,0.0,0.0,2018aqi,100.0,SNIa,,2018aqi,162.0976,-25.162,0.012786,0.0649436578154563,8.904424322077046,0.2799342354264369,-8.503564860948703,3.634969955124225,0.7273038052947182,10.81260878632594,-0.3248573347007353,-11.143862705524024,8.157885291811283,0.573372934005787,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
1270,ZTF19aatlmbo,0.00720832,0.00014711,z_gal,,,,,,,,,,,,,,,0.010851303,3.1,0,0.9992498646009031,208.371399,40.275421,snia-cosmo,norm,1.0,1.0,2019ein,100.0,Ia-pec,,2019ein,208.3614,40.2831,0.007755,0.0109107050485908,9.267797342187087,-1.8098755854047897,-11.08458044594746,7.0987348786236115,0.585774528195738,11.052279674151084,-1.5301259099173938,-12.57346906641198,12.017430256205945,0.5662918879741308,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
1384,ZTF19aaxpjwk,0.01340017,1.007e-05,z_gal,,,,,,,,,,,,,,,0.024515006,3.1,0,0.0,221.447861,50.39675,snia-cosmo,norm,0.0,0.0,2019cth,100.0,SN Ia,,IC1056,221.454315,50.394138,0.01335023,0.0245303326100111,8.578619369522432,-1.298656339099738,-9.890309959727842,7.191453332344885,0.5836827481148731,9.946136035718595,-0.0032786073478129,-9.981537140962889,6.653404536010857,0.6024824584572015,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
1599,ZTF19abjkfrf,0.00977343,0.0001804,z_gal,,,,,,,,,,,,,,,0.126554979,3.1,0,0.3746131580564024,274.384187,19.444658,snia-cosmo,norm,0.0,0.0,2018cqw,100.0,SNIa,,2018cqw,274.3848,19.4447,,0.1265519046783447,9.660988512324854,-2.60665181241883,-12.293169021850874,8.85347292486398,0.5638600242395058,9.856393436226028,-1.740068581847924,-11.632619001431584,8.250518729839147,0.5691943157705865,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
1683,ZTF19abqgwuy,0.02209862,1.414e-05,z_gal,58654.0,,,,,,,,,,,,,,0.016130974,3.1,0,,41.729894,-24.806623,snia-cosmo,99aa,,,2019has,,Ia,,2019has,41.7349,-24.8091,0.0221,0.0161668095737695,7.69825041186483,-1.8358260924481564,-9.53582001051858,7.103995452460537,0.5900404629567791,9.694761553994947,-0.1755082688106283,-9.89731203335816,7.391868100240845,0.5859392840190139,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2011,ZTF19acjifxp,0.01369087,1.007e-05,z_gal,,,,,,,,,,,,,,,0.031814139,3.1,0,0.9946825117308647,177.113819,12.727249,snia-cosmo,norm,1.0,1.0,2019uat,100.0,Ia,,2019uat,177.1146,12.7273,0.01363401,0.0318103827536106,9.895413524447882,-0.579613894006997,-10.463443429684917,7.984560468752528,0.5715865675908579,9.955598453817268,-0.3838386355369223,-10.34272094379685,6.333571377935487,0.5939948965541635,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2083,ZTF19acrichx,0.01402971,1.414e-05,z_gal,,,,,,,,,,,,,,,0.039318966,3.1,0,0.999399603,184.927222,-12.225809,snia-cosmo,norm,0.0,0.0,2019voo,100.0,Ia,,2019voo,184.9258,-12.2255,0.01391,0.0392992212623357,9.866820159251304,-0.5073117330464147,-10.386423146010545,8.30141607545846,0.5702446237441073,10.467437595795223,0.789879390929665,-9.70392117506307,7.456649002006319,0.5889273687819078,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2203,ZTF19aczjyuf,0.01312575,1.414e-05,z_gal,,,,,,,,,,,,,,,0.040467288,3.1,0,0.4725635773800893,166.000929,-18.776526,snia-cosmo,norm,0.0,0.0,2019vju,100.0,Ia,,2019vju,165.9996,-18.7806,0.012872,0.0404298341274261,9.03395923386983,-0.817275838069715,-9.880152190764417,6.662311131717956,0.5941744228364706,10.161984714349057,-0.088550534741226,-10.258623800308236,5.9904047218719985,0.599501869433493,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2263,ZTF20aabqrvj,0.02330876,0.0032249,z_snid,58530.0,,,,,,,,,,,,,,0.062597476,3.1,0,,246.109754,82.794945,snia-cosmo,norm,,,2019axf,,Ia,,2019axf,246.10633818,82.79579517,,0.0625782333314418,8.545477587940724,-1.9442303604723588,-10.473504021922356,7.357772500521828,0.5792107964329395,8.80761872699658,-2.2121687151849656,-11.007608451148524,7.662726696143896,0.574955473214903,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2532,ZTF20aasmdec,0.01288892,0.00015044,z_gal,,,,,,,,,,,,,,,0.033746381,3.1,0,,148.646511,-19.887229,snia-cosmo,norm,,,2020dvr,,SNIa,,2020dvr,148.6477,-19.8927,0.012889,0.0337105683237314,8.246006106136749,-1.6327526796587062,-9.882278261249631,5.760986625782579,0.601128422100519,9.681318749424449,-0.1523410556362472,-9.8498157069753,7.063165534638651,0.5985037033480883,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2576,ZTF20aaumsrr,0.00733461,1.212e-05,z_gal,,,,,,,,,,,,,,,0.016283231,3.1,0,8.115254093953389e-08,185.015712,5.343306,snia-cosmo,norm,0.0,0.0,2020ftl,100.0,SNIa-norm,,2020ftl,185.0155,5.3406,,0.0162653328850865,9.5987597397213,-1.6141789674446785,-11.240907643819629,7.364386845127504,0.5795189214245077,10.81576070343839,-0.9169358456882576,-11.703729591856144,7.890038627866811,0.5711994704499157,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2697,ZTF20aazlvht,0.0199771,1.356e-05,z_gal,58998.65255870872,,,,,,,,,,,,,,0.042327746,3.1,0,,146.589342,3.073298,snia-cosmo,norm,,,2020jsh,,Ia,,2020jsh,146.58782357,3.07137658,0.0199771,0.0423414090275764,9.69840666102385,-0.2773336605259493,-9.956233379774822,6.558299288800434,0.5935371053579047,10.889429657012574,0.4621319129290059,-10.441289095134154,7.452779715094987,0.5816305842738059,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2708,ZTF20aazppkz,0.01420651,1.004e-05,z_gal,,,,,,,,,,,,,,,0.04404222,3.1,0,0.0,239.679563,26.81935,snia-cosmo,norm,0.0,0.0,2020dxa,100.0,SNIa-norm,,2020dxa,239.6821,26.8181,0.01415494,0.0440770404040813,9.496195051553196,-1.0999941159994857,-10.640860517452309,6.726012139927565,0.583986970411711,10.068157726615391,0.256042503939258,-9.777434995104317,4.660464787618981,0.6107292359639073,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2760,ZTF20abchbds,0.011,0.00100499,z_override,,,,,,,,,,,,,,,0.3579894732692153,3.1,0,0.3002511498347439,286.225535,-11.104229,snia-cosmo,norm,1.0,1.0,2020lmd,100.0,SNIa,,2020lmd,286.22953334,-11.10913045,,0.357897435426712,8.98903219986607,-1.142740590601372,-10.120854089566198,11.661919222469386,0.5566491938967202,7.557731046263703,-1.3834823668964322,-8.957355254096793,5.19071983109343,0.6677400448292594,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2863,ZTF20abijfqq,0.0028543,3.133e-05,z_gal,,,,,,,,,,,,,,,0.026226554,3.1,0,0.9999998030616476,186.350822,18.203562,snia-cosmo,norm,1.0,0.0,2020nlb,100.0,SNIa-norm,,2020nlb,186.3502,18.1908,,0.0259334516152739,9.5481655956207,-0.8227316969891612,-10.374457744048902,6.835941539739881,0.5838790100212905,11.503439390260128,-0.8509528177095331,-12.351806295152272,11.718878257390427,0.5647369567738943,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
2900,ZTF20abkhtbc,0.0311749,1.414e-05,z_gal,58989.05331,,,,,,,,,,,,,,0.030810455,3.1,0,,325.404002,-26.592241,snia,,,,2020ibo,,SN Ia,,2020ibo,325.40131176,-26.59211745,0.030835,0.0308567225933074,9.139207777674985,-1.2327823186038651,-10.383137198115584,7.47017116878631,0.5810254417503229,10.424792797847129,0.4301089427085809,-10.06156371978045,6.966894646744651,0.5910634165064002,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3005,ZTF20abqvsik,0.00245848,1.005e-05,z_gal,,,,,,,,,,,,,,,0.025396531,3.1,0,0.2449572478172089,179.311248,49.292187,snia-cosmo,norm,0.0,0.0,2020rcq,100.0,Ia,,2020rcq,179.3224,49.2832,0.002592,0.0255148416757583,8.033628115642841,-1.3336231698798804,-9.367893569706332,6.360248488627406,0.6009353940673754,8.616657295831732,-1.383933845435824,-10.011728366818996,7.221745489285916,0.5911674912481978,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3108,ZTF20abyptpc,0.01336681,8.245e-05,z_gal,,,,,,,,,,,,,,,0.047983543,3.1,0,0.9999999997427984,354.670314,15.954047,snia-cosmo,norm,1.0,1.0,2020ssf,100.0,Ia,,2020ssf,354.6717,15.9547,0.01335495,0.0479510977864265,10.500779770952352,-1.1279446133596605,-11.609291159708434,11.884534013796967,0.5662118988982824,11.010893054120311,-1.2562251944773426,-12.239372493237587,9.128672183054594,0.5734881909630428,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3229,ZTF20achlced,0.00867234,7.957e-05,z_gal,,,,,,,,,,,,,,,0.033008046,3.1,0,0.2631118989855192,21.028692,12.921404,snia-cosmo,norm,1.0,1.0,2020uxz,100.0,SNIa-norm,,2020uxz,21.0163,12.9173,0.008246,0.0327425425499677,8.714507650267073,-0.9588368532899222,-9.674579466592196,8.119399591311502,0.5973713080674907,9.942599953212916,0.0895873882494424,-9.794621392333925,8.154547534778194,0.6100753255682648,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3312,ZTF20aclwclm,0.0076186,1.414e-05,z_gal,,,,,,,,,,,,,,,0.1519809650236593,3.1,0,0.896812527,272.962902,14.982453,snia-cosmo,norm,1.0,1.0,2020xtz,100.0,Ia,,2020xtz,272.9635,14.9813,,0.1516507714986801,10.28551446856358,0.6431387782200835,-9.632601633965786,7.663445135092664,0.5966189240820383,10.531697231526335,1.03432057230886,-9.5201156875018,6.614361013555731,0.6200935648528872,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3350,ZTF20acogywb,0.00683473,1.414e-05,z_gal,,,,,,,,,,,,,,,0.060407606,3.1,0,,142.243354,-14.805638,snia-cosmo,norm,,,2020jgl,,SNIa-norm,,2020jgl,142.2447,-14.8067,,0.0604148437082767,9.378743077822826,-0.8990236567255132,-10.273779461809267,8.750867689130168,0.5660820543382152,10.495178978664123,0.0240323077831231,-10.486746885589898,7.57626517900724,0.5755497841194177,10,5,5,"['t0', 'x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
3431,ZTF20acqntkr,0.0157718,1.094e-05,z_gal,59125.75968195879,,,,,,,,,,,,,,0.025847724,3.1,0,,193.37347,-5.431775,snia,,,,2020abim,,SNIa-norm,,2020abim,193.372,-5.4297,0.015661,0.0258296853676438,9.733980782143782,-2.316608792466459,-11.97310881110928,8.838500616303595,0.574345964986036,10.5618581195365,-1.4218909396124522,-12.020383179049311,8.78158926545175,0.572074806230377,10,5,5,"['x0', 'x1', 'c', 't0_err', 'x0_err', 'x1_err', 'c_err', 'cov_t0_x0', 'cov_t0_x1', 'cov_t0_c', 'cov_x0_x1', 'cov_x0_c', 'cov_x1_c']"
